Item,Category,Gold,Silver,Platinum,Rhodium,Nickel,Tin,Lithium,Aluminum,Carbon,Profit ($),Total_Value,Recoverable
iPhone 11,Cat3,3.65,4.5,3.1,6.29,8.32,8.95,6.25,2.18,8.36,348.31,1457.1524860000002,0
Fridge,Cat1,8.34,6.67,6.92,9.93,4.53,7.59,4.6,9.7,0.12,784.6,2623.5028219999995,1
Toaster,Cat2,0.97,3.93,1.46,9.46,6.86,7.73,7.13,9.57,4.44,128.38,1648.9267840000002,0
Toaster,Cat2,8.07,9.91,0.85,4.0,2.48,7.97,7.57,9.59,1.56,447.93,1199.031916,0
Toaster,Cat2,7.11,6.77,2.39,1.88,2.57,4.05,7.16,8.91,8.04,481.41,932.534864,0
iPhone 11,Cat3,7.23,9.96,1.59,0.22,0.34,2.19,1.82,7.88,3.83,446.2,620.7362530000001,0
Stove,Cat1,4.78,4.73,4.89,1.18,8.14,4.2,2.75,9.68,7.12,499.78,880.1913720000001,0
Laptop,Cat3,8.33,5.64,0.91,8.06,1.5,5.8,0.78,1.3,9.2,461.42,1845.06058,1
Microwave Oven,Cat2,3.77,7.18,8.45,6.69,4.49,3.51,5.11,4.24,4.89,642.24,1962.2321789999999,1
Laptop,Cat3,6.97,2.78,0.38,5.21,1.24,4.09,4.78,6.53,4.09,364.53,1273.345649,0
TV,Cat4,1.29,8.3,7.31,2.99,4.61,5.39,8.6,1.06,7.93,459.98,1143.793023,0
Laptop,Cat3,1.54,4.09,6.8,6.8,8.56,1.7,0.79,1.49,6.71,442.52,1704.3903010000001,0
Speaker,Cat4,2.82,9.33,6.96,8.94,4.92,8.66,8.27,8.32,6.04,517.06,2133.662644,1
Speaker,Cat4,6.66,0.95,3.84,8.24,6.03,9.75,1.64,0.59,1.18,533.81,2002.5143580000001,1
Audio Equipment,Cat4,1.07,5.16,6.69,4.23,5.67,3.11,4.67,3.61,3.98,414.13,1269.053958,0
Tablet,Cat3,9.38,0.82,3.21,6.84,3.32,2.84,3.53,7.83,0.46,633.46,1902.7683760000002,1
Speaker,Cat4,4.95,0.53,3.88,1.39,0.25,7.44,5.83,7.39,3.98,451.56,837.4760480000002,0
Air Conditioner,Cat1,4.16,1.58,1.07,3.49,2.03,2.47,2.25,7.42,6.5,262.72,887.2089599999999,0
Stove,Cat1,9.03,9.11,3.6,3.35,2.74,3.73,5.15,4.39,4.37,641.92,1379.612317,0
TV,Cat4,4.47,1.92,9.68,5.37,1.09,8.15,3.45,5.23,4.69,739.57,1895.7401289999998,1
Stove,Cat1,1.33,5.47,2.71,2.99,1.73,2.27,2.87,0.76,5.68,213.76,770.7598380000003,0
iPhone 11,Cat3,5.44,5.32,1.64,9.67,8.0,6.5,7.66,8.93,3.63,358.45,1974.501573,1
Vacuum Cleaner,Cat2,0.39,5.1,1.29,6.99,2.88,1.4,9.53,3.02,4.9,91.27,1217.1869500000003,0
Air Conditioner,Cat1,5.37,8.9,9.12,7.55,7.71,9.56,8.74,7.59,9.75,757.9,2250.947885,1
Iron,Cat2,8.87,4.34,2.78,8.6,5.07,0.44,4.4,8.7,9.71,587.36,2112.428651,1
Microwave Oven,Cat2,6.92,6.24,6.59,7.85,0.14,4.47,3.44,8.16,8.63,696.78,2185.7246529999998,1
Washing Machine,Cat1,8.92,6.15,3.72,8.34,5.91,3.91,1.04,8.97,0.74,641.29,2153.1773740000003,1
Toaster,Cat2,7.84,7.45,3.81,4.32,3.93,3.57,4.67,4.46,8.94,593.76,1471.626364,0
TV,Cat4,2.2,2.21,7.64,8.36,8.58,1.29,5.67,4.46,8.71,518.87,2053.418801,1
Tablet,Cat3,3.81,2.58,8.15,5.81,5.95,2.67,2.71,5.82,6.58,625.5,1799.616848,1
Vacuum Cleaner,Cat2,6.35,4.9,5.93,6.02,1.42,6.45,6.67,3.24,1.98,632.7,1812.1133679999998,1
Laptop,Cat3,0.19,8.86,2.07,9.12,2.87,8.84,5.94,7.85,9.81,125.53,1601.9061909999996,0
Washing Machine,Cat1,8.04,3.06,1.21,1.85,3.52,5.62,6.24,8.13,2.39,461.79,886.4953290000001,0
iPhone 11,Cat3,2.82,7.98,1.28,5.23,7.8,8.75,4.0,5.14,9.91,211.99,1097.2445610000002,0
Toaster,Cat2,7.26,3.84,5.07,9.27,1.07,3.45,2.52,6.88,5.94,630.66,2301.4725840000006,1
Air Conditioner,Cat1,8.15,8.17,2.35,5.57,5.4,3.43,8.69,1.66,8.82,531.19,1567.082032,0
Vacuum Cleaner,Cat2,3.36,9.56,4.68,4.49,7.9,6.67,4.08,1.23,9.94,421.57,1292.847954,0
Washing Machine,Cat1,6.75,4.48,5.44,6.24,0.9,7.91,0.84,9.99,5.26,625.88,1830.913806,1
Stove,Cat1,9.58,9.38,2.13,5.03,6.04,3.86,5.71,4.87,9.37,590.38,1555.3711669999998,0
Stove,Cat1,7.94,1.43,4.04,1.27,9.61,7.01,4.0,1.15,9.78,607.69,1018.1852380000001,0
Fridge,Cat1,1.5,8.54,9.41,9.2,2.83,8.25,4.47,4.8,2.21,582.99,2289.7144510000003,1
Monitor,Cat4,0.58,4.46,3.84,1.92,6.51,8.69,6.12,8.53,0.6,237.06,649.3400399999999,0
Tablet,Cat3,5.84,1.42,7.33,3.34,0.54,1.19,1.07,5.25,3.02,680.55,1474.936882,0
Stove,Cat1,0.94,2.69,7.39,1.98,1.35,0.17,7.66,7.6,0.11,443.71,966.4701409999999,0
TV,Cat4,4.89,1.37,4.41,1.94,0.57,3.87,6.06,6.2,0.86,477.43,962.6208760000002,0
Speaker,Cat4,0.14,5.47,1.93,5.4,4.58,9.48,4.57,0.61,0.4,113.67,1007.6584900000001,0
Laptop,Cat3,4.93,9.16,6.34,1.61,6.42,6.8,5.55,2.77,7.94,587.41,1077.867664,0
Monitor,Cat4,1.71,8.98,4.45,9.3,2.03,2.42,8.27,2.07,4.52,327.68,1916.723302,1
Audio Equipment,Cat4,4.85,1.37,0.92,8.49,1.4,9.22,3.31,6.38,0.59,288.58,1692.8598790000003,0
Air Conditioner,Cat1,5.82,7.12,5.43,1.49,0.87,8.53,4.78,5.98,8.52,581.17,1038.757302,0
iPhone 11,Cat3,1.32,3.0,7.93,4.15,3.32,6.28,6.08,0.66,3.22,491.64,1370.612262,0
Laptop,Cat3,5.16,9.75,4.03,2.39,6.29,2.39,9.6,3.74,5.02,475.19,1026.3815120000002,0
TV,Cat4,8.49,6.54,9.11,0.79,7.41,8.73,7.94,5.29,7.68,909.3,1393.486388,0
Vacuum Cleaner,Cat2,9.74,7.75,1.82,9.93,9.14,3.74,4.3,7.79,8.1,580.74,2298.1762199999994,1
iPhone 11,Cat3,0.89,6.1,9.15,6.08,9.18,3.56,0.3,8.32,2.59,537.69,1744.8365389999997,0
Microwave Oven,Cat2,1.48,2.74,5.7,8.83,5.0,1.86,7.34,1.7,7.03,379.81,1924.9582630000002,1
iPhone 11,Cat3,5.84,3.64,2.38,5.05,4.23,4.33,4.25,3.64,6.24,416.7,1341.3495739999998,0
Vacuum Cleaner,Cat2,1.88,9.64,9.18,9.01,9.04,6.77,2.06,2.8,7.77,590.03,2266.268027,1
Fridge,Cat1,5.83,1.78,7.16,9.46,3.18,3.87,9.34,1.21,9.18,671.24,2409.7125780000006,1
Vacuum Cleaner,Cat2,8.0,5.1,4.01,7.66,0.41,0.97,6.2,3.94,0.86,610.89,2013.0806959999998,1
Vacuum Cleaner,Cat2,4.47,3.67,0.44,8.53,2.97,1.82,6.74,8.67,3.56,245.39,1638.637266,0
Fridge,Cat1,3.49,1.26,7.74,1.13,2.87,9.17,5.21,5.1,9.29,587.13,1020.100019,0
Speaker,Cat4,9.45,0.88,4.72,9.35,5.56,3.45,6.05,5.46,4.43,717.88,2418.6093530000003,1
TV,Cat4,4.46,7.64,9.08,3.47,2.19,7.3,8.48,5.38,2.42,710.21,1557.5064620000003,0
iPhone 11,Cat3,2.67,1.18,2.06,5.05,7.76,0.24,4.07,5.05,0.52,242.36,1116.482642,0
Audio Equipment,Cat4,6.16,6.7,3.4,7.26,1.41,6.98,7.55,7.42,7.4,488.84,1789.35432,1
Fridge,Cat1,6.04,9.18,0.82,3.7,6.19,7.29,8.77,1.08,6.03,346.2,1023.582073,0
Speaker,Cat4,8.24,9.49,6.89,2.76,5.88,2.1,3.81,9.68,9.63,779.61,1506.0363629999997,0
Speaker,Cat4,4.82,5.89,7.98,7.32,7.97,0.28,2.21,5.61,7.83,667.9,2085.6123329999996,1
Fridge,Cat1,2.68,7.39,4.16,8.76,3.74,3.59,5.57,9.14,8.2,358.94,1868.2213699999998,1
Washing Machine,Cat1,9.36,4.62,1.77,9.84,8.35,1.09,5.98,7.53,5.72,557.54,2253.5601919999995,1
Tablet,Cat3,6.07,6.58,8.02,6.91,7.23,7.84,5.77,5.81,5.39,731.99,2103.737069,1
Monitor,Cat4,4.04,5.93,0.31,5.21,7.36,0.39,8.79,8.89,5.88,218.63,1089.051588,0
iPhone 11,Cat3,5.41,3.61,3.26,9.78,8.09,0.29,5.53,0.16,6.43,442.69,2119.0321729999996,1
Air Conditioner,Cat1,4.14,6.84,2.92,0.48,4.25,3.92,0.41,3.71,6.45,363.93,574.3205549999999,0
Tablet,Cat3,7.61,3.29,1.29,4.91,7.84,2.89,6.01,4.04,4.11,445.09,1340.8066410000001,0
Monitor,Cat4,8.3,6.76,2.5,1.16,6.87,7.1,4.94,2.14,4.88,545.88,903.746148,0
Speaker,Cat4,7.58,2.93,6.81,9.0,8.32,2.02,7.53,0.99,4.31,739.17,2419.663681,1
Smartphone,Cat3,8.14,9.28,2.44,4.32,4.48,2.76,5.43,6.5,3.38,536.14,1380.9927180000002,0
Speaker,Cat4,5.74,4.5,3.2,4.87,8.11,3.14,8.07,0.7,9.92,456.25,1374.5545319999999,0
Iron,Cat2,6.73,1.22,8.28,4.47,1.94,6.09,1.8,6.18,8.17,775.18,1782.2258470000004,1
Microwave Oven,Cat2,1.51,9.21,0.86,0.87,8.02,0.1,0.29,1.5,3.93,125.67,307.03553300000004,0
Tablet,Cat3,2.57,8.69,2.92,6.05,1.52,8.59,2.28,8.06,6.39,287.9,1342.228509,0
Iron,Cat2,6.26,1.85,1.76,5.46,7.81,1.01,1.86,7.45,2.47,403.08,1378.956327,0
TV,Cat4,7.13,3.19,3.66,3.14,8.15,5.86,9.72,6.28,2.09,548.5,1228.726269,0
Microwave Oven,Cat2,9.54,6.68,5.55,3.87,8.5,9.18,9.3,4.25,9.89,770.25,1647.807279,0
Smartphone,Cat3,6.4,8.72,6.27,3.44,0.62,5.74,0.71,3.25,3.7,655.54,1446.37322,0
TV,Cat4,3.95,9.24,3.58,0.17,5.76,3.3,7.9,0.21,3.2,391.34,570.31633,0
TV,Cat4,1.56,4.49,3.49,4.17,3.02,1.04,2.11,8.11,1.44,266.28,1030.163974,0
Audio Equipment,Cat4,7.36,8.19,0.96,8.02,8.46,4.17,9.79,7.49,6.63,417.97,1785.3910029999997,1
Smartphone,Cat3,4.98,9.3,4.17,7.92,4.89,2.55,4.25,8.73,0.49,473.57,1883.2144089999997,1
Speaker,Cat4,2.83,0.11,2.66,7.27,8.46,6.64,5.91,6.82,8.72,281.89,1518.3381519999998,0
Microwave Oven,Cat2,2.88,4.96,2.54,2.6,2.9,4.32,4.52,9.39,9.75,280.57,792.290145,0
Air Conditioner,Cat1,3.8,1.51,9.61,6.9,6.47,1.06,2.78,8.47,4.81,702.61,2085.1551910000003,1
Laptop,Cat3,6.4,7.03,5.25,8.41,5.71,5.86,8.92,8.04,3.93,599.99,2132.706213,1
iPhone 11,Cat3,9.58,2.4,2.21,3.26,7.7,0.32,5.19,4.61,7.56,590.63,1280.776026,0
Washing Machine,Cat1,1.62,3.8,8.78,5.36,5.23,4.37,8.16,0.31,6.21,552.37,1646.3678209999998,0
Audio Equipment,Cat4,2.02,8.86,3.61,7.45,2.2,0.3,7.78,0.98,7.81,297.8,1580.9635810000002,0
Toaster,Cat2,2.41,6.2,9.14,1.5,5.69,4.55,4.45,3.35,4.52,611.86,1128.466472,0
Speaker,Cat4,3.38,4.68,4.07,0.11,0.68,3.68,7.82,0.91,1.48,386.91,560.956398,0
Stove,Cat1,4.83,0.31,8.94,1.49,4.46,8.76,5.1,5.89,0.7,716.74,1255.2928,0
Toaster,Cat2,1.88,1.36,3.75,3.48,3.05,6.16,4.23,4.51,7.65,294.24,961.3252349999998,0
Air Conditioner,Cat1,6.97,2.9,6.08,8.12,8.89,8.86,5.96,4.42,1.6,670.2,2186.5123399999998,1
TV,Cat4,3.05,3.41,5.89,2.07,5.33,2.97,2.97,1.35,5.83,467.54,990.5137229999999,0
Audio Equipment,Cat4,6.52,2.88,0.33,3.62,7.48,2.2,4.28,0.78,0.99,339.84,995.067039,0
Stove,Cat1,0.91,1.09,1.93,4.71,8.16,1.48,2.1,6.18,0.93,148.89,944.075053,0
Iron,Cat2,1.42,6.5,3.39,4.58,7.77,4.77,9.61,8.22,8.95,255.33,1079.143145,0
Washing Machine,Cat1,5.97,3.39,9.76,9.15,1.21,4.96,1.33,2.39,1.94,818.34,2582.379284,1
Iron,Cat2,2.57,8.82,8.1,4.92,4.46,8.85,9.04,7.53,7.43,565.57,1586.9231430000002,0
Microwave Oven,Cat2,1.68,4.35,0.65,4.87,4.11,1.45,8.05,9.83,4.23,119.95,916.040843,0
Microwave Oven,Cat2,8.78,2.85,9.54,3.45,7.8,2.24,3.29,9.65,7.08,944.36,1854.8409579999998,1
TV,Cat4,0.85,9.95,6.89,5.81,3.53,1.35,1.73,0.42,8.51,416.71,1520.9234610000003,0
Stove,Cat1,9.61,0.41,7.34,2.97,1.96,2.08,7.67,3.95,9.56,865.78,1651.308266,0
Speaker,Cat4,8.38,6.33,6.06,8.43,4.57,9.82,1.55,7.58,2.45,740.33,2323.5314049999997,1
iPhone 11,Cat3,9.06,6.33,9.18,9.15,9.57,0.27,0.68,9.72,4.88,940.81,2729.782478,1
Air Conditioner,Cat1,3.37,8.51,1.16,5.52,9.19,4.38,2.82,8.49,2.45,232.83,1166.954015,0
Iron,Cat2,9.07,5.18,7.83,3.41,2.07,9.69,6.67,3.58,2.65,868.38,1730.4890750000002,0
Monitor,Cat4,2.33,9.22,3.22,5.55,4.58,6.16,7.56,2.36,9.76,292.48,1274.673496,0
Washing Machine,Cat1,6.7,2.75,2.44,8.82,0.95,4.73,8.61,6.82,4.64,461.63,1983.049934,1
iPhone 11,Cat3,4.99,8.1,8.57,1.39,7.96,6.72,8.71,2.03,0.46,709.26,1227.1706960000004,0
Stove,Cat1,9.86,8.06,2.68,0.87,5.37,7.0,1.41,9.21,2.84,632.9,971.2794940000001,0
Washing Machine,Cat1,2.37,8.14,5.32,2.74,1.19,3.49,8.94,5.57,7.58,406.25,1010.554338,0
Air Conditioner,Cat1,1.92,7.4,6.78,1.25,0.63,5.84,7.68,7.76,0.19,461.98,869.319519,0
Smartphone,Cat3,3.59,7.18,0.92,8.3,5.12,2.24,2.98,3.61,9.3,229.92,1590.6345999999999,0
Microwave Oven,Cat2,5.35,4.82,8.03,9.7,7.39,8.75,0.82,6.3,3.01,696.16,2490.6598110000004,1
Monitor,Cat4,6.01,4.0,5.38,0.6,2.53,1.75,5.31,2.23,5.52,585.93,905.374252,0
Smartphone,Cat3,8.17,4.51,3.91,3.88,8.69,5.4,4.16,9.48,4.44,613.75,1429.347924,0
Monitor,Cat4,1.77,6.22,1.54,5.38,6.87,6.85,8.44,6.65,9.83,173.27,1074.760923,0
Speaker,Cat4,8.72,9.94,5.44,6.41,9.99,3.18,5.12,3.57,8.58,725.84,1984.6307680000002,1
Microwave Oven,Cat2,1.44,8.51,7.28,7.98,5.95,8.41,5.94,8.6,8.35,465.94,1924.427045,1
Audio Equipment,Cat4,3.19,4.6,9.78,7.39,9.06,3.43,9.5,1.24,8.37,683.59,2140.174827,1
Audio Equipment,Cat4,2.47,3.41,2.94,6.85,1.21,7.67,6.07,8.43,0.86,281.01,1456.6426060000001,0
Audio Equipment,Cat4,0.48,7.86,1.68,9.51,8.31,8.34,5.83,3.85,7.7,118.38,1647.86408,0
Toaster,Cat2,9.32,3.45,0.14,2.49,5.74,4.86,0.13,2.1,6.67,467.6,978.6797270000003,0
Smartphone,Cat3,2.8,6.44,0.31,5.32,9.15,1.79,3.76,4.56,7.58,158.04,1029.7113279999999,0
iPhone 11,Cat3,4.31,5.82,7.01,0.56,3.27,6.67,9.34,1.64,3.98,590.88,927.7553679999999,0
Air Conditioner,Cat1,9.21,3.32,6.38,6.5,8.96,2.03,4.22,3.04,9.0,796.45,2098.74293,1
Audio Equipment,Cat4,8.66,3.71,5.17,2.48,1.61,8.71,9.88,8.86,2.79,704.84,1344.076329,0
iPhone 11,Cat3,7.96,2.58,7.71,7.78,3.76,7.67,2.45,6.02,4.66,805.91,2326.7497160000003,1
Monitor,Cat4,7.6,2.43,5.58,6.69,5.34,9.88,5.59,7.01,4.28,674.07,1962.9491980000003,1
Toaster,Cat2,7.47,6.93,1.5,7.65,7.76,4.08,5.65,0.99,9.81,451.57,1777.319571,1
Air Conditioner,Cat1,3.92,5.94,0.57,7.68,7.82,5.39,7.23,4.49,9.56,226.77,1485.6728159999998,0
Air Conditioner,Cat1,3.82,4.41,2.89,7.11,2.34,0.2,7.03,0.57,0.39,345.11,1577.304329,0
Air Conditioner,Cat1,0.39,7.55,7.22,7.45,4.98,4.57,2.86,7.43,3.36,410.5,1771.219896,1
Washing Machine,Cat1,9.43,8.55,9.97,1.08,3.08,1.49,2.32,4.52,2.85,1002.53,1567.8987950000003,0
Microwave Oven,Cat2,5.12,5.48,6.99,2.49,8.48,5.51,9.33,9.06,0.42,629.47,1275.259652,0
Audio Equipment,Cat4,9.97,2.58,0.79,4.78,8.03,0.36,4.15,5.85,7.17,533.81,1425.7054870000002,0
Air Conditioner,Cat1,0.41,2.12,0.66,5.08,9.88,8.47,4.16,9.85,2.31,57.02,868.8310509999999,0
Tablet,Cat3,2.05,5.53,5.18,7.46,2.26,6.37,8.11,2.68,9.24,381.6,1708.5906739999998,0
Speaker,Cat4,3.44,5.87,3.22,9.68,9.33,1.66,8.53,6.72,1.02,345.08,1980.421842,1
Monitor,Cat4,2.92,5.39,4.99,9.84,1.84,2.0,9.19,7.03,5.63,414.0,2115.7815530000003,1
Laptop,Cat3,8.58,1.5,3.09,4.35,7.26,5.61,2.7,7.15,9.24,588.22,1458.295584,0
Smartphone,Cat3,9.57,0.92,6.53,3.32,0.31,5.17,5.6,5.35,1.86,820.74,1638.003626,0
Audio Equipment,Cat4,8.07,1.21,1.21,9.36,3.53,0.24,1.32,5.3,0.52,462.11,2050.402752,1
Laptop,Cat3,6.42,6.24,1.67,5.58,1.57,9.41,4.33,2.73,0.5,408.71,1404.53699,0
Washing Machine,Cat1,2.42,4.15,6.85,2.42,9.91,9.14,3.66,6.34,8.79,488.63,1084.4763189999999,0
TV,Cat4,9.3,3.69,7.61,5.77,1.71,8.22,6.57,1.53,3.18,867.01,2091.251288,1
Washing Machine,Cat1,8.29,0.36,4.22,9.31,6.25,7.79,8.89,6.13,6.58,633.89,2299.6872980000003,1
Audio Equipment,Cat4,5.72,7.62,0.59,4.39,5.26,5.17,5.03,1.89,8.82,317.21,1090.4512019999997,0
Washing Machine,Cat1,4.66,7.28,2.41,3.06,6.95,9.17,7.19,7.3,2.07,362.54,965.8820969999999,0
Smartphone,Cat3,5.87,9.48,4.29,5.38,5.12,0.86,1.47,8.28,1.9,523.81,1554.49921,0
Speaker,Cat4,5.38,7.02,5.8,1.6,6.68,3.59,9.35,1.72,2.62,579.3,1058.3853319999998,0
Laptop,Cat3,2.45,6.53,5.01,4.32,6.54,1.99,4.91,0.52,0.4,392.69,1233.7574099999997,0
Stove,Cat1,9.26,2.85,4.71,8.09,1.35,2.96,0.3,8.0,9.33,709.07,2212.4380129999995,1
Iron,Cat2,6.24,5.16,9.39,1.07,5.1,4.01,6.46,5.32,2.02,812.84,1318.539812,0
Toaster,Cat2,7.22,1.73,6.65,6.17,6.22,2.6,5.43,8.83,4.41,712.2,1944.573351,1
Fridge,Cat1,4.38,1.64,1.41,6.11,0.39,2.05,7.8,5.26,1.37,291.75,1334.562187,0
Laptop,Cat3,6.47,5.49,4.63,5.3,7.43,4.52,3.49,7.31,6.87,569.32,1603.2328969999999,0
TV,Cat4,1.21,6.74,2.23,8.71,7.46,2.63,8.35,8.03,6.84,182.96,1612.4490440000002,0
Monitor,Cat4,4.17,9.42,0.65,8.53,7.51,7.66,7.13,7.96,4.5,245.37,1642.7868499999997,0
Laptop,Cat3,7.76,0.88,4.58,8.68,7.35,8.77,1.3,7.21,2.6,627.47,2198.7952,1
Fridge,Cat1,2.72,1.83,3.28,0.62,1.23,7.32,8.02,0.1,5.27,310.6,532.5192670000001,0
Audio Equipment,Cat4,4.94,9.92,0.2,9.51,3.64,0.11,0.7,4.56,8.27,259.19,1806.046057,1
Fridge,Cat1,8.17,3.39,5.44,4.9,6.31,5.3,3.21,5.4,9.77,695.05,1710.2446770000001,0
Toaster,Cat2,0.54,1.47,1.42,5.0,8.75,1.15,2.95,8.16,4.73,103.6,925.1523030000002,0
Vacuum Cleaner,Cat2,1.09,9.71,5.98,3.43,6.45,4.6,3.73,9.56,0.89,379.71,1093.1759289999998,0
Smartphone,Cat3,9.93,6.95,4.9,5.03,1.97,7.91,3.33,2.74,4.22,754.62,1799.157592,1
Microwave Oven,Cat2,3.4,8.1,2.87,3.89,1.82,5.41,8.87,4.29,8.3,325.61,1054.24643,0
Smartphone,Cat3,1.8,7.28,5.67,3.85,0.63,2.07,4.62,3.07,5.56,396.47,1174.6808560000002,0
Toaster,Cat2,2.2,7.94,6.75,0.38,4.1,6.19,2.03,3.58,1.82,474.49,749.906352,0
Smartphone,Cat3,7.99,0.1,1.18,8.62,0.54,7.71,2.91,0.63,1.1,456.03,1927.45607,1
Tablet,Cat3,7.82,6.16,2.97,9.15,5.93,0.56,1.9,6.68,0.84,547.0,2149.6801440000004,1
Washing Machine,Cat1,4.36,6.65,9.33,9.71,7.39,2.53,3.44,7.96,5.58,718.1,2537.699728000001,1
TV,Cat4,3.17,3.69,0.41,3.0,3.85,6.86,1.39,0.32,9.17,180.03,698.5697369999998,0
Toaster,Cat2,8.59,3.12,3.25,5.8,8.01,6.6,1.68,0.67,8.52,598.24,1698.1790019999999,0
Stove,Cat1,3.66,7.22,8.93,6.64,7.59,0.48,1.92,1.61,5.4,662.57,1986.4898700000003,1
Tablet,Cat3,8.56,6.83,3.86,0.66,5.71,6.03,6.51,4.11,2.53,631.53,952.5609730000001,0
Air Conditioner,Cat1,2.64,9.65,8.67,5.52,4.42,8.28,7.31,6.34,4.12,600.01,1731.177452,0
Washing Machine,Cat1,7.4,4.15,9.21,6.55,7.58,8.66,1.26,8.15,6.12,859.73,2224.4649020000006,1
Smartphone,Cat3,8.84,9.69,9.69,1.97,3.44,1.87,0.13,7.61,6.82,959.2,1647.6742020000004,0
Fridge,Cat1,8.85,8.39,9.08,6.06,2.62,4.49,2.97,2.79,2.54,926.3,2231.690094,1
Iron,Cat2,5.95,7.08,5.65,6.1,6.85,6.71,0.3,7.73,5.38,599.37,1779.1480580000002,1
Air Conditioner,Cat1,6.08,3.96,7.29,3.12,1.64,6.2,2.24,3.5,2.37,691.76,1455.083737,0
Tablet,Cat3,8.81,4.03,4.32,9.59,3.97,9.3,7.71,1.9,2.52,666.9,2386.8953320000005,1
Fridge,Cat1,1.25,2.88,2.26,4.83,5.45,7.52,1.78,1.43,7.88,184.38,1012.3186979999998,0
Vacuum Cleaner,Cat2,6.77,3.99,9.76,4.39,2.63,6.29,9.05,0.21,4.64,858.04,1894.9051040000002,1
Speaker,Cat4,2.47,8.16,1.18,6.51,0.31,5.13,5.57,9.48,0.76,189.37,1265.792226,0
Smartphone,Cat3,5.04,0.63,3.15,3.73,7.25,3.53,8.13,2.51,9.01,416.95,1146.731481,0
Stove,Cat1,5.06,2.02,0.55,6.41,1.46,2.31,6.7,8.7,1.64,279.32,1353.948174,0
Tablet,Cat3,3.84,4.22,1.66,5.88,8.08,3.4,4.17,7.4,8.49,280.22,1288.2797290000003,0
Vacuum Cleaner,Cat2,3.76,9.11,6.05,9.74,7.0,5.37,1.5,0.5,2.69,514.33,2241.847479,1
Washing Machine,Cat1,6.48,4.01,5.47,4.42,7.61,2.48,9.27,5.47,8.44,613.94,1534.086814,0
Washing Machine,Cat1,7.64,8.76,0.64,8.61,1.82,2.77,8.38,0.23,2.21,414.79,1868.617641,1
Audio Equipment,Cat4,7.63,8.71,8.66,1.18,2.58,6.23,7.68,6.09,4.2,844.06,1366.0573800000002,0
iPhone 11,Cat3,6.22,5.94,9.63,7.77,9.45,0.33,1.9,0.49,0.28,825.15,2375.868288,1
Laptop,Cat3,4.42,8.88,3.29,4.94,4.62,1.78,1.17,8.64,0.49,398.65,1314.847909,0
Iron,Cat2,9.52,0.21,3.58,3.32,7.21,0.31,9.85,0.64,1.11,659.82,1395.2797409999998,0
Stove,Cat1,6.08,8.63,2.24,2.15,5.81,9.71,4.44,2.12,8.47,423.98,900.333997,0
Iron,Cat2,5.52,2.25,7.56,6.6,1.82,8.18,1.23,8.62,5.86,677.77,1980.081406,1
Air Conditioner,Cat1,3.24,4.35,5.61,8.63,2.23,4.64,7.77,1.94,8.23,462.4,1997.3656430000003,1
Microwave Oven,Cat2,0.57,0.87,2.06,4.81,2.75,5.85,6.07,2.96,2.11,139.03,948.900981,0
Laptop,Cat3,7.58,2.28,4.96,7.27,5.4,5.77,8.35,2.43,2.43,639.7,2001.1313429999998,1
Smartphone,Cat3,9.93,8.81,2.14,2.99,6.52,2.9,1.23,6.46,5.46,607.78,1261.067246,0
Monitor,Cat4,4.85,5.32,5.67,4.86,3.41,1.67,0.47,6.26,8.9,545.24,1518.4658000000004,0
Iron,Cat2,0.89,5.18,7.23,6.44,6.64,8.02,0.75,6.22,2.03,434.33,1644.343043,0
iPhone 11,Cat3,2.56,6.27,9.49,5.09,4.82,1.97,1.68,3.77,1.52,637.97,1722.499892,0
Laptop,Cat3,9.7,3.3,2.56,4.71,9.43,7.96,1.96,0.9,3.27,615.96,1542.403967,0
Iron,Cat2,7.58,8.36,2.67,2.68,7.96,1.36,9.97,6.12,3.58,520.44,1109.898518,0
Monitor,Cat4,5.42,4.12,3.05,9.14,6.98,9.42,4.43,7.16,6.2,432.37,2004.2157600000003,1
Toaster,Cat2,3.8,2.53,6.76,3.95,2.19,9.28,6.77,5.78,1.68,550.58,1398.257908,0
Audio Equipment,Cat4,0.71,8.48,1.13,3.35,2.49,8.43,4.21,9.78,6.51,100.48,663.259521,0
Washing Machine,Cat1,2.5,6.5,3.8,2.46,3.62,1.99,4.17,7.7,5.13,330.26,850.479483,0
Vacuum Cleaner,Cat2,9.29,4.94,9.83,8.34,1.16,5.34,5.84,7.02,1.91,986.12,2669.891431,1
Iron,Cat2,4.47,5.22,9.33,9.53,2.71,7.94,1.06,9.54,3.65,722.73,2515.331505,1
Fridge,Cat1,5.65,3.09,5.76,5.72,4.6,0.4,2.82,9.29,9.67,588.09,1706.554177,0
Stove,Cat1,4.0,5.73,6.29,1.71,3.47,5.67,4.25,1.82,4.86,537.01,1028.2900160000002,0
Tablet,Cat3,7.79,4.17,7.6,2.1,1.62,4.25,2.64,2.16,7.46,792.48,1428.2498159999998,0
Tablet,Cat3,0.98,7.49,7.06,8.91,7.74,8.61,3.78,1.47,5.13,431.0,2021.259233,1
Microwave Oven,Cat2,8.17,3.42,8.62,5.55,8.2,1.19,7.11,8.33,1.78,865.41,2068.556358,1
TV,Cat4,1.95,2.68,6.19,3.15,8.16,7.45,0.68,3.6,3.91,429.27,1113.4980810000004,0
