Item,Category,Gold,Silver,Platinum,Rhodium,Nickel,Tin,Lithium,Aluminum,Carbon,Profit ($),Total_Metals,Avg_Metal_Value,Profit_per_Metal,Precious_Ratio,Recovery_Status
iPhone 11,2,0.23,7.68,6.31,3.8,9.23,3.94,3.54,7.1,0.59,354.0,34.510000000000005,4.930000000000001,10.257896261953055,0.29295856273543897,1
TV,3,5.0,0.95,1.41,8.27,5.37,4.64,8.71,2.48,1.73,321.94,32.61,4.658571428571428,9.872431769395892,0.29684145967494635,1
Stove,0,3.47,0.18,7.0,3.27,0.96,0.19,6.51,8.34,3.4,545.69,29.669999999999998,4.238571428571428,18.391978429389958,0.3461408830468487,1
Monitor,3,9.97,6.73,3.06,6.39,1.81,2.6,4.7,6.07,3.29,657.77,27.919999999999998,3.9885714285714284,23.55909742120344,0.33846704871060174,1
TV,3,7.38,7.24,7.92,7.37,4.85,0.76,3.06,3.98,3.92,791.22,31.86,4.551428571428572,24.83427495291902,0.4799121155053358,1
Audio Equipment,3,0.82,2.31,1.28,9.95,4.81,5.04,1.97,4.29,9.79,110.36,37.129999999999995,5.304285714285713,2.9722596283328846,0.30245084837058983,0
iPhone 11,2,4.15,7.94,2.87,5.61,2.38,4.0,6.94,2.07,9.38,362.35,33.25,4.75,10.897744360902257,0.2550375939849624,1
Washing Machine,0,1.19,2.22,2.1,2.62,5.74,2.5,1.15,4.71,5.9,172.39,24.72,3.531428571428571,6.973705501618123,0.19093851132686088,0
Speaker,3,6.68,6.08,5.02,5.65,6.22,8.55,0.94,4.88,9.23,600.94,40.49,5.784285714285715,14.841689306001483,0.26352185724870336,1
Stove,0,2.31,5.43,1.37,4.24,5.6,8.52,2.97,8.93,9.56,190.26,41.19,5.884285714285714,4.619082301529497,0.13619810633648946,0
Speaker,3,4.75,3.82,7.57,4.03,2.2,0.62,7.54,0.33,1.78,641.24,24.07,3.4385714285714286,26.640631491483173,0.48192771084337355,1
Stove,0,3.07,6.63,0.49,5.46,5.23,3.02,2.21,2.18,4.23,181.03,22.82,3.2600000000000002,7.932953549517967,0.2607361963190184,0
Vacuum Cleaner,1,5.79,3.78,5.95,9.17,7.43,7.24,9.04,2.62,9.49,605.71,50.94,7.277142857142857,11.890655673341186,0.2968197879858658,1
Tablet,2,8.48,3.36,7.61,8.46,8.01,0.69,2.17,5.11,3.29,826.47,35.339999999999996,5.048571428571428,23.386247877758915,0.45472552348613476,1
Laptop,2,9.04,6.87,4.17,3.91,6.46,4.19,2.26,3.01,3.23,671.73,27.23,3.89,24.668747704737424,0.2967315460888726,1
Toaster,1,8.55,9.83,5.65,1.62,2.83,1.15,7.13,6.05,1.16,728.54,25.590000000000003,3.655714285714286,28.469714732317307,0.2840953497459945,1
Fridge,0,7.76,9.64,9.76,1.93,3.31,7.37,7.97,6.43,0.61,909.95,37.379999999999995,5.339999999999999,24.343231674692355,0.3127340823970038,1
Audio Equipment,3,6.83,6.77,3.04,5.4,5.8,2.16,4.21,0.47,1.99,502.49,23.07,3.295714285714286,21.781100996965755,0.36584308625921114,1
Washing Machine,0,3.8,2.34,0.63,2.71,9.11,9.4,7.03,6.61,5.71,222.12,41.2,5.885714285714286,5.39126213592233,0.08106796116504854,0
Washing Machine,0,9.54,5.43,3.45,5.35,6.71,2.54,2.68,5.76,2.29,656.86,28.78,4.111428571428571,22.823488533703962,0.30576789437109103,1
Smartphone,2,9.72,5.52,4.63,2.57,4.68,5.69,0.6,1.47,3.5,729.02,23.14,3.3057142857142856,31.504753673293,0.31114952463267065,1
Smartphone,2,9.13,2.36,9.73,6.35,3.66,7.83,6.25,3.6,6.25,971.5,43.67,6.238571428571428,22.24639340508358,0.36821616670483165,1
Fridge,0,5.8,5.72,9.93,7.15,2.31,6.97,8.59,0.47,4.26,820.49,39.67999999999999,5.668571428571427,20.677671370967747,0.4304435483870968,1
Laptop,2,6.57,3.02,6.3,0.17,8.44,5.54,6.42,2.24,2.64,662.34,31.75,4.535714285714286,20.861102362204726,0.20377952755905512,1
Toaster,1,9.78,4.13,4.8,1.75,7.51,4.77,5.53,5.88,1.18,740.3,31.419999999999998,4.488571428571428,23.56142584341184,0.20846594525779757,1
iPhone 11,2,7.35,2.62,9.12,5.1,2.21,5.94,3.85,2.19,6.73,851.45,35.14,5.0200000000000005,24.230221969265795,0.404667046101309,1
iPhone 11,2,5.23,2.4,3.8,8.82,9.66,3.41,9.43,3.48,1.52,462.16,40.120000000000005,5.731428571428572,11.519441674975074,0.31455633100697905,1
iPhone 11,2,2.26,7.54,0.23,9.81,0.6,1.33,7.54,9.89,5.73,127.72,35.13,5.018571428571429,3.6356390549387982,0.28579561628237976,0
Vacuum Cleaner,1,0.74,4.03,1.99,8.06,9.06,2.06,4.16,0.58,2.76,145.46,28.669999999999995,4.095714285714285,5.073596093477504,0.35054063480990594,0
Laptop,2,7.34,8.57,5.96,0.57,4.93,3.44,7.07,5.89,7.69,685.04,35.55,5.078571428571428,19.269760900140646,0.1836849507735584,1
Microwave Oven,1,1.46,1.36,8.2,8.36,8.59,1.25,9.16,1.18,4.41,512.03,41.150000000000006,5.878571428571429,12.443013365735114,0.4024301336573511,1
Tablet,2,4.98,5.96,4.52,9.2,8.06,1.28,4.8,0.4,2.77,490.44,31.03,4.432857142857143,15.805349661617788,0.44215275539800186,1
TV,3,2.8,3.75,6.79,9.51,9.12,1.73,0.51,5.39,4.12,503.7,37.17,5.3100000000000005,13.551251008878127,0.4385256927629809,1
Stove,0,6.25,7.65,9.45,4.23,3.41,2.06,5.12,6.77,1.02,817.91,32.06,4.58,25.511852776044915,0.4266999376169682,1
Smartphone,2,0.93,6.34,0.14,3.26,6.15,3.04,4.0,6.56,5.46,56.97,28.61,4.087142857142857,1.9912617965746242,0.1188395665851101,0
Air Conditioner,0,5.98,9.6,3.8,4.52,4.62,9.82,1.63,5.97,9.3,503.19,39.66,5.6657142857142855,12.687594553706507,0.2097831568330812,1
Microwave Oven,1,9.87,3.43,0.21,6.69,6.67,0.95,2.68,8.69,3.94,498.3,29.830000000000002,4.261428571428572,16.70465973851827,0.23131076097888031,1
Speaker,3,0.24,8.03,7.32,3.0,9.94,4.36,2.37,3.64,4.53,408.83,35.16,5.022857142857142,11.627701934015928,0.2935153583617748,1
Audio Equipment,3,0.99,2.84,3.44,6.3,5.71,1.24,4.28,1.4,7.32,234.69,29.689999999999998,4.241428571428571,7.90468171101381,0.3280565847086561,0
Air Conditioner,0,2.78,2.95,8.48,8.1,1.29,5.14,8.87,1.25,3.52,592.77,36.65,5.235714285714286,16.17380627557981,0.45238744884038196,1
TV,3,8.36,1.26,9.9,3.78,7.69,2.9,0.22,2.13,4.51,942.11,31.129999999999995,4.447142857142857,30.263732733697402,0.4394474783167363,1
Iron,1,7.19,9.21,3.72,5.61,3.25,2.96,1.39,7.11,7.81,557.99,31.849999999999998,4.55,17.519309262166406,0.29293563579277865,1
Vacuum Cleaner,1,2.37,9.66,3.68,6.69,2.39,8.23,5.73,4.01,4.53,319.35,35.260000000000005,5.037142857142858,9.05700510493477,0.29410096426545657,1
Monitor,3,1.21,7.21,5.93,9.36,8.6,7.17,8.84,7.91,4.39,381.57,52.2,7.457142857142857,7.309770114942528,0.292911877394636,1
Washing Machine,0,0.54,2.31,1.31,1.17,0.72,3.13,7.84,6.8,8.69,98.12,29.659999999999997,4.237142857142857,3.3081591368846937,0.08361429534726905,0
Washing Machine,0,3.26,3.97,5.29,3.4,0.68,1.5,2.62,4.32,9.02,445.94,26.83,3.8328571428571427,16.620946701453597,0.32389116660454714,1
Toaster,1,3.94,4.25,1.62,6.59,8.41,1.85,6.07,7.06,0.66,282.98,32.26,4.6085714285714285,8.771853688778675,0.2544947303161811,0
Toaster,1,6.3,8.58,1.08,5.14,9.55,7.42,7.11,9.77,9.91,372.61,49.97999999999999,7.139999999999999,7.455182072829134,0.1244497799119648,1
iPhone 11,2,0.68,4.74,3.5,7.05,1.74,9.24,4.54,6.96,1.03,223.86,34.06,4.865714285714286,6.572519083969466,0.30974750440399296,0
Microwave Oven,1,9.63,7.66,4.91,8.04,4.8,0.83,4.97,3.39,9.37,740.73,36.309999999999995,5.187142857142857,20.400165243734513,0.3566510603139631,1
Washing Machine,0,7.98,6.75,8.23,6.87,3.86,9.32,9.6,5.04,8.7,837.17,51.620000000000005,7.3742857142857146,16.217938783417278,0.2925222781867493,1
TV,3,7.08,0.86,7.96,9.24,0.29,0.15,0.48,5.37,1.9,774.89,25.389999999999997,3.627142857142857,30.51949586451359,0.677432059866089,1
Fridge,0,5.92,4.9,4.86,0.19,0.65,7.51,2.77,2.32,5.62,554.25,23.92,3.4171428571428573,23.170986622073578,0.21112040133779267,1
Air Conditioner,0,7.37,5.96,3.96,6.89,1.19,1.75,7.98,1.49,7.97,577.78,31.229999999999997,4.461428571428571,18.500800512327892,0.3474223503041947,1
Fridge,0,2.77,4.28,1.11,3.53,8.53,9.93,9.58,4.9,1.86,198.34,39.44,5.634285714285714,5.028904665314402,0.11764705882352941,0
Air Conditioner,0,6.06,2.93,5.88,4.86,0.2,4.72,4.24,7.62,7.35,614.59,34.87,4.981428571428571,17.62517923716662,0.3080011471178664,1
Speaker,3,3.46,7.76,3.15,0.58,2.55,7.12,0.77,1.57,3.26,343.41,19.0,2.7142857142857144,18.07421052631579,0.19631578947368422,1
iPhone 11,2,3.33,4.13,0.87,8.12,8.78,4.16,6.94,4.9,5.43,212.81,39.199999999999996,5.6,5.428826530612246,0.22933673469387753,0
Microwave Oven,1,3.9,8.28,1.47,5.16,3.62,4.21,4.14,8.66,7.79,275.27,35.050000000000004,5.007142857142858,7.8536376604850195,0.18915834522111266,0
iPhone 11,2,7.41,9.47,5.13,1.06,3.52,2.1,1.21,7.46,7.37,644.48,27.85,3.9785714285714286,23.141113105924596,0.22226211849192098,1
Toaster,1,1.25,0.17,5.53,7.99,1.62,5.3,6.75,7.05,8.83,357.94,43.07,6.152857142857143,8.310657069886231,0.3139075922916183,1
iPhone 11,2,8.19,3.4,7.15,7.33,9.55,8.02,6.07,1.01,7.57,787.76,46.699999999999996,6.671428571428571,16.868522483940044,0.31006423982869386,1
iPhone 11,2,3.26,7.27,6.23,9.16,8.5,8.37,9.43,0.48,2.83,498.43,44.99999999999999,6.428571428571428,11.076222222222224,0.3420000000000001,1
Stove,0,8.48,6.52,4.38,6.13,5.05,3.99,4.46,8.73,9.45,655.24,42.19,6.027142857142857,15.530694477364305,0.24911116378288695,1
Tablet,2,4.57,3.95,6.43,2.82,5.45,1.58,9.13,3.18,5.47,571.45,34.06,4.865714285714286,16.77774515560775,0.27157956547269524,1
iPhone 11,2,5.91,3.71,2.3,2.02,1.12,5.6,1.78,8.88,5.21,415.88,26.91,3.8442857142857143,15.454477889260497,0.1605351170568562,1
Fridge,0,3.85,2.9,7.19,9.05,4.02,5.78,0.38,1.43,5.51,576.25,33.36,4.765714285714286,17.273681055155876,0.4868105515587531,1
Audio Equipment,3,4.53,1.48,0.38,4.55,8.02,3.42,1.89,1.56,1.1,243.97,20.919999999999998,2.9885714285714284,11.66204588910134,0.23565965583173998,0
Fridge,0,2.82,7.49,9.94,7.68,4.94,9.28,8.62,6.84,7.32,675.69,54.62,7.8028571428571425,12.37074331746613,0.32259245697546685,1
Stove,0,5.25,1.6,2.86,4.7,6.89,2.35,8.4,3.29,0.78,412.26,29.270000000000003,4.1814285714285715,14.084728390843866,0.2582849333788862,1
Tablet,2,4.06,0.9,6.34,1.42,5.61,4.48,9.08,4.9,1.49,539.87,33.32,4.76,16.202581032412965,0.23289315726290516,1
Microwave Oven,1,9.06,0.21,0.96,5.24,6.7,3.64,5.53,2.3,2.73,496.89,27.1,3.8714285714285714,18.335424354243543,0.2287822878228782,1
Vacuum Cleaner,1,3.87,5.7,7.85,6.4,7.29,3.24,6.03,3.27,1.66,614.2,35.74,5.105714285714286,17.18522663682149,0.3987129266927812,1
Vacuum Cleaner,1,5.29,1.68,3.37,9.18,8.48,9.16,3.74,3.38,2.15,441.75,39.46,5.637142857142857,11.194880892042574,0.31804358844399394,1
Stove,0,1.34,8.3,5.41,8.41,8.83,2.34,5.4,3.81,8.01,360.64,42.21,6.03,8.543946932006634,0.32741056621653636,1
TV,3,4.6,2.26,2.09,9.09,6.64,9.09,2.24,3.22,8.07,339.57,40.44,5.777142857142857,8.396884272997033,0.27645895153313554,1
Speaker,3,0.57,0.19,8.8,2.7,1.82,5.21,9.5,2.06,5.3,499.75,35.39,5.055714285714286,14.121220683808986,0.3249505510031082,1
Speaker,3,8.83,9.82,3.91,9.17,7.71,1.35,4.74,1.17,3.2,649.13,31.250000000000004,4.464285714285714,20.772159999999996,0.41855999999999993,1
iPhone 11,2,5.74,1.64,1.01,5.43,9.28,6.94,9.31,3.02,9.26,337.36,44.25,6.321428571428571,7.623954802259887,0.1455367231638418,1
iPhone 11,2,2.1,8.81,0.41,1.37,4.8,0.82,8.92,7.18,9.38,130.28,32.88,4.6971428571428575,3.9622871046228707,0.05413625304136253,0
Audio Equipment,3,3.27,7.67,7.38,0.23,3.45,4.56,1.88,6.37,6.53,560.63,30.400000000000002,4.342857142857143,18.441776315789472,0.25032894736842104,1
Tablet,2,7.1,8.72,3.71,3.83,9.47,3.7,5.06,1.47,3.2,552.85,30.439999999999998,4.348571428571428,18.161957950065705,0.24770039421813406,1
Stove,0,1.41,4.45,2.9,8.61,3.81,1.26,2.51,9.36,0.54,227.29,28.990000000000002,4.1414285714285715,7.84028975508796,0.39703345981372884,0
Smartphone,2,8.0,8.29,8.6,9.23,8.37,6.66,3.52,0.9,0.14,858.88,37.42,5.345714285714286,22.952431854623196,0.4764831640833778,1
Tablet,2,0.28,9.32,8.63,9.78,2.63,0.87,4.52,2.79,9.06,481.56,38.28,5.468571428571429,12.579937304075235,0.48092998955067917,1
Tablet,2,4.9,1.78,3.12,3.1,5.6,3.64,6.65,0.88,3.5,409.11,26.49,3.7842857142857143,15.443941109852776,0.23480558701396756,1
TV,3,5.94,2.98,6.31,7.37,2.72,1.81,0.38,6.75,7.2,631.74,32.54,4.648571428571429,19.414259373079286,0.4204056545789797,1
Laptop,2,8.05,2.86,9.18,7.45,2.08,9.16,2.66,3.02,1.58,889.26,35.13,5.018571428571429,25.313407344150296,0.4733845715912325,1
TV,3,9.95,8.09,9.45,9.69,6.17,5.89,2.73,3.3,0.46,1000.08,37.69,5.384285714285714,26.53435924648448,0.5078270098169276,1
Tablet,2,1.18,6.07,6.81,1.27,8.05,4.03,8.89,6.45,2.0,426.53,37.50000000000001,5.3571428571428585,11.374133333333331,0.21546666666666664,1
Speaker,3,1.07,5.54,6.33,6.31,3.01,4.22,5.93,5.15,7.73,395.04,38.68000000000001,5.525714285714287,10.213029989658738,0.326783867631851,1
Microwave Oven,1,8.66,9.95,6.13,9.24,7.93,9.62,1.52,1.77,8.6,759.96,44.81000000000001,6.401428571428573,16.959607230528896,0.34300379379602763,1
Smartphone,2,9.99,2.41,7.0,5.0,8.25,3.21,6.22,9.79,3.23,867.49,42.699999999999996,6.1,20.31592505854801,0.28103044496487123,1
Iron,1,4.82,4.38,0.5,3.3,1.37,3.29,0.51,3.78,5.91,266.22,18.66,2.665714285714286,14.266881028938908,0.20364415862808144,0
Speaker,3,4.33,7.7,9.24,4.38,9.46,2.15,1.7,6.34,9.68,712.43,42.949999999999996,6.135714285714285,16.58742724097788,0.3171129220023283,1
Washing Machine,0,7.78,9.55,9.51,4.02,8.72,4.13,6.78,6.82,9.88,897.5,49.86,7.122857142857143,18.000401123144805,0.2713598074608905,1
Laptop,2,7.37,0.12,9.4,8.28,8.23,3.05,4.85,3.04,4.24,866.03,41.09,5.87,21.076417619858844,0.4302750060842054,1
Washing Machine,0,1.51,9.9,3.04,4.17,1.43,2.39,0.32,5.58,1.68,242.82,18.61,2.6585714285714284,13.047823750671682,0.38742611499193985,0
Speaker,3,4.42,4.59,3.88,2.97,3.81,7.77,3.05,1.87,9.23,427.9,32.58,4.654285714285714,13.133824432166973,0.21025168815224063,1
Smartphone,2,3.94,8.4,7.6,8.08,9.16,5.28,3.11,4.05,6.73,605.85,44.010000000000005,6.287142857142858,13.76618950238582,0.35628266303112927,1
Fridge,0,3.93,9.97,8.42,1.82,9.93,1.73,3.3,2.54,8.65,650.14,36.39,5.198571428571428,17.865897224512228,0.28139598790876613,1
Stove,0,7.57,7.58,5.84,7.56,4.2,0.32,9.78,7.6,0.9,689.28,36.199999999999996,5.171428571428571,19.040883977900553,0.3701657458563536,1
iPhone 11,2,0.34,4.44,9.37,5.79,8.85,7.63,6.62,0.31,6.07,521.57,44.64,6.377142857142857,11.68391577060932,0.3396057347670251,1
Air Conditioner,0,7.46,2.16,0.66,7.14,3.24,3.66,6.97,2.09,9.53,403.27,33.29,4.755714285714285,12.113848002403124,0.2343045959747672,1
Tablet,2,8.55,3.9,3.66,1.95,7.43,2.32,6.12,2.03,7.28,618.6,30.790000000000003,4.398571428571429,20.090938616433906,0.18220201364079247,1
Air Conditioner,0,0.77,0.26,4.59,9.34,4.21,0.5,4.73,6.06,4.41,283.99,33.84,4.8342857142857145,8.392139479905437,0.4116430260047281,0
Air Conditioner,0,9.79,6.02,6.16,0.98,4.81,6.66,8.97,5.13,5.26,814.74,37.97,5.424285714285714,21.457466420858573,0.18804319199367925,1
Laptop,2,5.12,9.08,2.15,9.69,9.39,1.4,0.64,6.98,9.58,372.14,39.83,5.6899999999999995,9.343208636706,0.29726336931960834,1
Monitor,3,9.95,4.59,2.67,9.5,9.3,4.54,5.6,8.02,4.26,634.81,43.88999999999999,6.269999999999999,14.463659147869675,0.2772841193893826,1
iPhone 11,2,3.28,2.33,9.55,0.29,5.29,0.31,3.4,3.29,5.18,674.28,27.31,3.9014285714285712,24.689857195166606,0.3603075796411571,1
TV,3,5.63,2.83,3.26,4.99,3.69,7.95,3.4,9.1,4.96,453.13,37.35,5.335714285714286,12.131994645247657,0.22088353413654618,1
Microwave Oven,1,1.98,6.96,8.37,2.56,3.56,7.65,5.03,0.89,0.64,549.94,28.700000000000003,4.1000000000000005,19.161672473867597,0.38083623693379787,1
Iron,1,8.43,6.3,5.29,4.25,1.84,5.45,5.81,1.22,6.82,701.4,30.679999999999996,4.382857142857143,22.861799217731424,0.3109517601043025,1
Stove,0,3.21,8.95,6.67,6.63,4.14,7.8,4.35,4.74,7.57,520.44,41.900000000000006,5.985714285714287,12.421002386634845,0.31742243436754175,1
Laptop,2,0.99,8.74,0.9,8.21,9.74,8.28,9.18,8.1,3.81,102.17,48.220000000000006,6.88857142857143,2.118830360846122,0.18892575694732477,0
Vacuum Cleaner,1,2.86,1.98,8.96,1.02,5.37,1.39,0.48,3.19,6.79,621.85,27.200000000000003,3.885714285714286,22.862132352941174,0.3669117647058823,1
Stove,0,8.7,4.95,8.71,3.3,2.9,8.34,6.75,9.72,8.14,897.21,47.86,6.837142857142857,18.746552444630172,0.2509402423735897,1
Vacuum Cleaner,1,5.53,6.16,9.03,1.89,7.13,2.84,0.26,4.12,2.98,759.24,28.250000000000004,4.0357142857142865,26.875752212389376,0.38654867256637165,1
Vacuum Cleaner,1,6.02,6.67,0.58,9.97,5.76,2.28,4.34,9.41,5.22,330.82,37.56,5.365714285714286,8.807774227902023,0.2808839190628328,1
Tablet,2,1.14,4.13,4.54,6.43,7.52,8.2,4.65,4.61,3.45,301.9,39.4,5.628571428571428,7.66243654822335,0.2784263959390863,1
Iron,1,7.89,8.27,3.63,3.14,9.61,2.64,4.45,1.02,1.94,587.1,26.43,3.775714285714286,22.21339387060159,0.2561483163072266,1
Washing Machine,0,5.47,8.85,4.54,5.05,2.93,7.65,7.65,3.04,2.89,517.29,33.75,4.821428571428571,15.32711111111111,0.28414814814814815,1
Tablet,2,9.04,8.17,3.16,4.41,0.85,4.31,2.78,6.11,6.39,618.28,28.01,4.001428571428572,22.073545162441985,0.2702606212067119,1
Monitor,3,2.29,9.92,0.28,9.94,7.76,4.99,0.78,7.07,1.76,133.41,32.58,4.654285714285714,4.094843462246777,0.3136893799877225,0
Vacuum Cleaner,1,4.35,3.95,1.85,4.17,6.92,9.21,6.76,0.15,0.36,315.4,29.419999999999995,4.202857142857142,10.720598232494902,0.20462270564242013,1
iPhone 11,2,7.67,9.89,7.57,0.54,8.9,1.52,0.5,2.47,4.09,788.3,25.589999999999996,3.6557142857142852,30.80500195388824,0.31692067213755376,1
Fridge,0,4.32,3.68,3.87,6.63,0.59,0.18,1.03,1.47,3.58,421.75,17.35,2.4785714285714286,24.30835734870317,0.6051873198847262,1
iPhone 11,2,7.88,2.3,3.56,1.65,5.26,7.52,8.48,2.94,4.54,579.47,33.95,4.8500000000000005,17.068335787923417,0.15346097201767303,1
Fridge,0,5.43,4.85,2.32,9.3,4.5,3.04,6.64,9.15,9.02,394.01,43.97,6.281428571428571,8.960882419831703,0.264271093927678,1
TV,3,4.85,3.71,4.67,4.56,0.22,5.98,0.41,2.64,5.64,490.77,24.12,3.4457142857142857,20.347014925373134,0.3826699834162521,1
TV,3,7.19,3.57,8.88,8.16,3.73,3.08,8.04,1.28,5.2,831.24,38.370000000000005,5.481428571428572,21.66379984362783,0.4440969507427677,1
Toaster,1,3.56,6.97,2.43,5.14,7.31,8.27,9.28,2.85,3.42,309.38,38.7,5.528571428571429,7.9943152454780355,0.19560723514211886,1
Smartphone,2,4.44,2.36,2.94,7.4,9.72,9.76,8.21,3.93,2.56,377.36,44.52,6.36,8.476190476190476,0.23225516621743034,1
Washing Machine,0,4.28,9.01,5.35,7.48,6.69,8.58,1.29,3.23,0.65,502.38,33.269999999999996,4.752857142857143,15.10009017132552,0.38563270213405476,1
iPhone 11,2,5.49,0.9,8.92,4.99,7.0,3.26,7.08,9.24,1.34,748.37,41.830000000000005,5.975714285714287,17.890748266794166,0.33253645708821417,1
Iron,1,0.3,5.11,2.05,4.33,4.8,2.7,9.52,1.13,9.27,127.63,33.8,4.828571428571428,3.77603550295858,0.18875739644970416,0
Smartphone,2,2.76,9.52,9.2,5.46,5.47,5.39,2.21,9.46,1.11,634.19,38.3,5.471428571428571,16.558485639686687,0.38276762402088776,1
Audio Equipment,3,4.84,6.19,9.48,6.52,3.21,3.94,1.94,9.09,4.59,749.43,38.77000000000001,5.53857142857143,19.33015217952024,0.4126902244003094,1
Vacuum Cleaner,1,5.43,0.12,0.18,4.59,2.59,9.95,3.38,7.96,3.01,276.74,31.659999999999997,4.522857142857142,8.740998104864182,0.15066329753632343,0
TV,3,5.23,5.9,4.25,7.51,1.91,1.19,0.42,3.84,8.81,488.13,27.93,3.9899999999999998,17.476906552094523,0.42105263157894735,1
Air Conditioner,0,3.22,8.81,8.15,0.67,2.72,5.51,0.56,9.65,8.7,600.09,35.959999999999994,5.137142857142856,16.687708565072306,0.24527252502780872,1
Vacuum Cleaner,1,9.87,8.96,0.73,5.38,4.05,0.98,8.36,1.16,6.45,529.3,27.11,3.8728571428571428,19.52416082626337,0.2253780892659535,1
Toaster,1,0.68,1.45,8.73,1.14,9.42,0.37,2.26,6.27,7.57,502.14,35.760000000000005,5.108571428571429,14.04194630872483,0.276006711409396,1
Toaster,1,8.02,2.33,4.09,7.2,1.58,0.78,7.05,2.05,4.93,614.59,27.68,3.954285714285714,22.203395953757227,0.4078757225433526,1
Vacuum Cleaner,1,3.35,4.55,5.19,0.72,2.49,8.76,3.67,1.53,1.6,445.5,23.96,3.422857142857143,18.593489148580968,0.24666110183639398,1
Fridge,0,5.54,3.88,8.59,1.65,1.41,4.62,1.45,0.99,4.86,734.8,23.569999999999997,3.3671428571428565,31.17522274077217,0.4344505727619856,1
Speaker,3,9.46,0.42,6.43,5.05,5.03,3.03,7.34,3.1,0.53,809.72,30.510000000000005,4.358571428571429,26.539495247459847,0.3762700753851196,1
iPhone 11,2,2.12,6.91,2.94,6.75,8.48,3.68,1.63,8.58,7.08,265.84,39.14,5.591428571428572,6.792028615227388,0.24757281553398056,0
Tablet,2,5.21,2.11,4.51,0.79,9.78,3.38,9.83,3.22,2.33,499.06,33.839999999999996,4.834285714285714,14.747635933806148,0.1566193853427896,1
Iron,1,7.92,4.91,0.19,7.19,1.9,1.19,3.97,7.96,1.88,402.2,24.28,3.468571428571429,16.565074135090608,0.3039538714991763,1
Tablet,2,1.83,9.68,6.5,2.32,5.1,1.94,1.26,7.32,0.32,443.85,24.76,3.5371428571428574,17.926090468497577,0.3562197092084006,1
Smartphone,2,4.98,4.29,4.1,2.43,8.04,8.96,9.75,3.75,6.71,467.12,43.74,6.248571428571429,10.67946959304984,0.14929126657521716,1
Speaker,3,7.09,7.25,4.41,0.32,5.12,7.95,2.94,5.51,0.42,589.04,26.67,3.81,22.086239220097486,0.177352830896138,1
Smartphone,2,7.23,4.13,2.02,1.13,9.49,3.12,2.76,5.99,4.66,466.04,29.170000000000005,4.167142857142858,15.97668837847103,0.10798765855330818,1
Speaker,3,3.25,2.66,5.0,7.28,1.99,8.36,3.34,4.63,1.13,429.3,31.73,4.532857142857143,13.529782540182792,0.38701544279861333,1
Vacuum Cleaner,1,3.04,8.28,1.76,3.82,7.03,2.04,0.84,2.15,2.33,248.56,19.97,2.8528571428571428,12.446670005007512,0.2794191286930396,0
Fridge,0,8.92,6.87,3.45,9.42,9.54,6.18,4.72,1.09,8.12,627.33,42.52,6.074285714285715,14.75376293508937,0.3026810912511759,1
Tablet,2,5.66,6.12,6.69,3.78,4.61,7.71,5.7,4.63,0.82,640.28,33.940000000000005,4.84857142857143,18.86505598114319,0.30848556275780786,1
Tablet,2,9.81,9.95,6.92,3.33,8.72,9.76,3.18,5.91,4.5,858.81,42.31999999999999,6.0457142857142845,20.293241965973536,0.24220226843100193,1
Fridge,0,8.49,4.91,1.88,4.7,2.73,8.98,9.7,6.62,8.13,520.92,42.74,6.105714285714286,12.188114178755264,0.1539541413196069,1
Fridge,0,5.77,6.28,7.28,7.74,1.08,9.52,9.25,8.9,8.4,677.38,52.17,7.452857142857143,12.984090473452175,0.2879049262027985,1
Tablet,2,1.66,5.89,3.23,5.5,9.3,7.97,7.04,1.04,8.86,258.29,42.94,6.134285714285714,6.0151374010246865,0.2033069399161621,0
Iron,1,8.82,3.31,1.88,2.65,7.78,0.53,5.69,5.62,0.64,536.13,24.79,3.5414285714285714,21.62686567164179,0.18273497377974987,1
Toaster,1,6.31,7.59,9.66,8.26,4.84,1.75,6.31,8.85,1.9,832.09,41.57,5.938571428571429,20.01659850853981,0.4310801058455617,1
TV,3,6.92,3.49,5.46,9.21,3.56,2.07,2.82,2.64,4.09,634.66,29.85,4.264285714285714,21.261641541038525,0.49145728643216086,1
Audio Equipment,3,1.21,2.15,0.49,6.95,8.76,4.43,9.97,2.15,1.94,87.15,34.69,4.9557142857142855,2.5122513692706834,0.21447102911501875,0
Vacuum Cleaner,1,7.72,5.63,8.64,2.35,0.97,2.0,6.72,3.67,6.92,845.55,31.270000000000003,4.467142857142858,27.040294211704506,0.35145506875599614,1
Audio Equipment,3,9.26,9.19,8.87,3.22,8.72,9.14,7.57,7.83,8.14,935.82,53.49,7.6414285714285715,17.495232753785753,0.22602355580482333,1
Smartphone,2,0.41,4.09,5.56,6.5,7.68,8.62,5.33,0.66,7.76,320.67,42.10999999999999,6.015714285714284,7.615055806221802,0.28639278081215863,1
